fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.8469147504478334,0.6299605249474366,0.6036810736797686,1.4888055529538275,0.3634241185664279,3.4482172403827303,161.0,0.9975138240515633,3.16,0.7937005259840998,10.5,6
1.9831924826807747,0.6694329500821695,0.6619105948026229,2.5636966451447223,0.37797631496846196,2.8438669798515654,135.0,0.999933328888395,3.16,0.7243156443441741,9.0,6
1.9486951603746578,0.7243156443441741,0.6463304070095651,1.9574338205844317,0.34482172403827305,2.8844991406148166,160.0,0.9984475912742358,3.17,0.7547842314287575,10.0,5
1.9486951603746578,0.5428835233189814,0.7883735163105243,1.0626585691826111,0.3802952460761392,2.6207413942088964,150.0,0.9972256433968969,3.23,0.7774980097342586,11.2,6
1.9309787692112597,0.6463304070095651,0.654213262037718,2.4771246592603418,0.35830478710159464,1.8171205928321397,41.0,0.9988820840629911,3.17,0.7306143574062803,10.9,6
1.8945364743718192,0.6463304070095651,0.654213262037718,2.3692845021567686,0.4235823584254893,3.684031498640387,163.0,0.9992995094275318,3.03,0.7243156443441741,8.6,6
2.032792713629707,0.6036810736797686,0.6694329500821695,2.072351098059261,0.2884499140614817,2.571281590658235,118.0,0.9981833685151001,2.99,0.6979532046908887,10.5,6
2.0082988502465087,0.5539658256754464,0.7605904921522784,2.4158670891607184,0.3756285754221072,3.5033980603867243,145.0,1.000199960013328,3.28,0.9085602964160698,8.8,8
1.885203631020986,0.5848035476425733,0.6214465011907717,1.866255578408624,0.3530348335326063,3.0365889718756627,100.0,0.99782192610504,3.12,0.6910423230011185,10.2,6
1.8945364743718192,0.5192494101851104,0.5646216173286172,1.1186889420813968,0.36088260801386945,3.107232505953859,90.0,0.9972055315534863,3.27,0.814325284978472,11.2,6
1.9219973427746713,0.6214465011907717,0.7428958841446565,2.6109987712176173,0.35830478710159464,3.391211443014167,145.0,0.999933328888395,3.32,0.7306143574062803,8.7,5
2.0165296752181043,0.7368062997280773,0.7829735282337728,2.3928025107131377,0.34760266448864496,3.8929964158732604,169.0,0.9995331153860146,3.1,0.8041451517178116,9.4,5
1.966095144983117,0.6839903786706788,0.8339550915402606,2.558614973456024,0.36840314986403866,3.5033980603867243,163.0,0.9999666655554938,3.15,0.814325284978472,9.2,5
1.8566355334451117,0.5428835233189814,0.6299605249474366,1.091392883061106,0.36088260801386945,2.7144176165949068,77.0,0.9977616602399356,3.61,0.814325284978472,10.2,6
1.8469147504478334,0.5192494101851104,0.7306143574062803,1.0626585691826111,0.3530348335326063,2.9624960684073707,116.0,0.9973261904477292,3.26,0.8092672334566456,10.3,6
1.9219973427746713,0.6694329500821695,0.7719442629361641,1.1447142425533319,0.40412400206221905,3.072316825685847,133.0,0.9968567972947446,3.12,0.814325284978472,12.7,6
1.885203631020986,0.6767899452107008,0.6767899452107008,2.1472291690189413,0.3419951893353394,2.154434690031884,175.0,0.9984308724599112,3.46,0.8193212706006459,11.4,4
1.8757774553669035,0.6910423230011185,0.6214465011907717,2.522464205843708,0.3556893304490063,3.141380652391393,147.0,0.9994063142736758,3.08,0.8041451517178116,9.2,5
1.8370905500142278,0.654213262037718,0.7989569740454013,1.9916317012899132,0.3825862365544778,3.6593057100229713,206.0,0.9985311769484765,3.18,0.8041451517178116,9.4,5
1.8757774553669035,0.6214465011907717,0.7243156443441741,2.33616436417763,0.3239611801277483,2.0,74.0,0.9979491301415224,3.1,0.8291344341849697,12.9,6
1.9129311827723892,0.493242414866094,0.6839903786706788,1.9309787692112597,0.38708766406277967,2.8020393306553872,89.0,0.9988653797905364,3.29,0.7243156443441741,9.2,6
1.9037782619633032,0.5192494101851104,0.7243156443441741,1.0,0.34482172403827305,2.8020393306553872,81.0,0.996799769449451,3.03,0.814325284978472,11.4,6
1.9309787692112597,0.6299605249474366,0.654213262037718,2.4328807982293603,0.3802952460761392,3.8029524607613916,205.0,0.9995331153860146,3.12,0.7243156443441741,9.0,7
1.7758080034852015,0.6839903786706788,0.6839903786706788,2.0246938520054574,0.35033980603867243,3.174802103936399,105.0,0.9975473226251584,3.24,0.7774980097342586,11.2,6
1.9831924826807747,0.6694329500821695,0.6619105948026229,2.5636966451447223,0.37797631496846196,2.8438669798515654,135.0,0.999933328888395,3.16,0.7243156443441741,9.0,6
