fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.939877414580333,0.5539658256754465,0.7113786608980126,2.0165296752181043,0.3036588971875663,3.530348335326063,111.0,0.9975674206894469,3.14,0.7428958841446566,12.4,6
1.8469147504478334,0.6299605249474365,0.7605904921522784,2.263702391925902,0.34482172403827305,3.634241185664279,195.0,0.9989321935285143,3.18,0.8041451517178115,9.5,5
1.7758080034852013,0.6839903786706788,0.6910423230011185,1.9486951603746578,0.33322218516459534,2.924017738212866,95.0,0.9975540220699043,3.25,0.7883735163105243,11.1,6
1.9037782619633032,0.574889707894483,0.7047298732064892,1.1934831919273368,0.33019272488946266,3.2075343299958265,101.0,0.9977114331238055,3.21,0.814325284978472,10.8,7
1.9746808222123668,0.6694329500821695,0.6382504298859908,2.666058889265788,0.3756285754221072,3.3019272488946267,174.0,0.9999199935991465,3.2,0.7937005259840997,10.4,5
1.866255578408624,0.7719442629361641,0.6214465011907717,2.2571787177370006,0.37084297692661894,3.8258623655447783,171.0,0.9986247762933829,3.08,0.8242570599617114,9.8,6
1.9309787692112597,0.6036810736797686,0.6542132620377179,1.9309787692112597,0.3914867641168863,3.4482172403827303,132.0,0.9978286218629171,3.08,0.8387206526527142,11.3,6
1.8069688693211898,0.7605904921522784,0.7113786608980126,1.3572088082974534,0.31072325059538586,2.2894284851066637,73.0,0.997329541666947,3.22,0.7829735282337726,10.8,6
1.9486951603746578,0.574889707894483,0.6694329500821695,2.339214190570293,0.3756285754221072,3.64681651488434,229.0,0.9995331153860145,3.14,0.7883735163105243,9.1,7
1.9129311827723892,0.6126925675228416,0.6382504298859908,1.9309787692112597,0.34482172403827305,2.7589241763811208,90.0,0.9983606473247137,3.22,0.8193212706006459,9.5,6
1.8945364743718192,0.5646216173286172,0.7243156443441741,1.1186889420813966,0.3361975406798963,3.2710663101885897,111.0,0.9972591613333095,3.32,0.8387206526527142,11.2,7
1.9309787692112597,0.5539658256754465,0.7179054352068319,1.9037782619633032,0.38929964158732605,3.608826080138695,128.0,0.9977348730739801,3.08,0.7719442629361641,11.0,7
1.9219973427746713,0.7547842314287575,0.8480926088488114,2.2766381149625055,0.3556893304490063,3.7797631496846193,155.0,0.9991325811353998,3.11,0.7663094323935531,8.7,5
1.866255578408624,0.6126925675228416,0.5848035476425733,1.9574338205844317,0.3684031498640387,3.530348335326063,179.0,0.9983439255982159,3.18,0.7829735282337726,9.53333333333333,5
1.8945364743718192,0.574889707894483,0.8921121404456347,2.5962470509255517,0.34760266448864496,2.7589241763811208,114.0,0.9992794809770227,2.85,0.7937005259840997,9.5,6
1.7863159877080566,0.6839903786706788,0.7243156443441741,1.6809877033994818,0.32075343299958264,2.8438669798515654,94.0,0.9969909547282054,3.42,0.7488872387218508,11.8,7
1.9574338205844317,0.6542132620377179,0.7306143574062802,2.168702885250197,0.3556893304490063,3.8929964158732604,209.0,0.9990657941979592,3.16,0.8572618882313396,9.6,6
1.7863159877080566,0.464158883361278,0.6463304070095652,1.091392883061106,0.3608826080138695,2.7589241763811208,100.0,0.9975942168488208,3.27,0.7719442629361641,9.5,5
1.9219973427746713,0.7719442629361641,0.6126925675228416,2.3928025107131377,0.3556893304490063,3.530348335326063,192.0,0.9993662651316235,3.11,0.8092672334566455,9.4,5
1.9831924826807747,0.6036810736797686,0.7243156443441741,2.1757671139171206,0.38929964158732605,3.0365889718756627,99.0,0.9988987877767745,3.12,0.7774980097342586,10.0,6
1.8469147504478334,0.6036810736797686,0.6979532046908887,1.062658569182611,0.33019272488946266,3.1748021039363987,96.0,0.9965246022696852,3.06,0.9045041696510274,11.6,6
1.9309787692112597,0.6694329500821695,0.6694329500821695,2.0082988502465087,0.3684031498640387,3.419951893353394,188.0,0.9988386517924558,3.15,0.7883735163105243,9.1,6
1.939877414580333,0.6382504298859908,0.7883735163105243,1.709975946676697,0.3036588971875663,3.1748021039363987,107.0,0.9978620993044596,3.24,0.814325284978472,10.8,6
1.866255578408624,0.5848035476425733,0.7047298732064892,1.5740609166314434,0.3419951893353394,3.0,140.0,0.9969976616521734,2.98,0.8092672334566455,11.8,6
1.885203631020986,0.6542132620377179,0.5192494101851104,1.1186889420813966,0.35033980603867243,4.0,159.0,0.9973261904477293,3.17,0.7306143574062802,10.0,5
1.9219973427746713,0.5428835233189813,0.7113786608980126,1.062658569182611,0.35033980603867243,2.7589241763811208,90.0,0.9974937238274046,3.16,0.7488872387218508,11.0,7
1.9916317012899132,0.6299605249474365,0.6619105948026229,1.7435134012651283,0.3141380652391393,3.2075343299958265,117.0,0.9972591613333095,3.06,0.6839903786706788,11.8,7
1.9037782619633032,0.5943921952763129,0.6214465011907717,1.21644039911468,0.27589241763811206,2.571281590658235,80.0,0.9966286467502243,3.15,0.7719442629361641,12.3,7
1.8370905500142278,0.7113786608980126,0.6036810736797686,1.738013322443225,0.3361975406798963,3.530348335326063,145.0,0.9972725678770336,3.22,0.7368062997280774,11.2,6
1.9129311827723892,0.7829735282337726,0.493242414866094,1.6509636244473134,0.3684031498640387,2.8438669798515654,86.0,0.9979892931008228,2.86,0.7047298732064892,9.0,5
1.9037782619633032,0.6299605249474365,0.6619105948026229,1.338865900164339,0.3361975406798963,3.0365889718756627,76.0,0.9969507112892853,3.01,0.7113786608980126,11.7,7
1.9574338205844317,0.7428958841446566,0.6126925675228416,2.455202052384297,0.37797631496846196,3.0365889718756627,174.0,0.9996598843344489,3.18,0.7883735163105243,9.7,5
1.9219973427746713,0.5313292845913055,0.6979532046908887,1.7435134012651283,0.3239611801277483,3.2075343299958265,104.0,0.9984308724599112,3.37,0.8041451517178115,9.3,7
1.856635533445112,0.6910423230011185,0.6767899452107007,1.7651741676630315,0.3634241185664279,3.47602664488645,173.0,0.998363991602796,3.19,0.8706587691173612,9.3,6
1.9574338205844317,0.6979532046908887,0.6214465011907717,1.5673052072406701,0.3141380652391393,1.709975946676697,34.0,0.9969842477139991,3.01,0.7113786608980126,11.8,4
1.9486951603746578,0.5371685354944833,0.6979532046908887,1.3200061217959123,0.3556893304490063,4.188859364120028,214.0,0.9977951421748681,3.18,0.8480926088488114,9.9,7
2.0567101162059633,0.6214465011907717,0.7047298732064892,0.8434326653017492,0.34760266448864496,2.2239800905693157,71.0,0.9975272237509867,3.08,0.7243156443441741,10.6,5
1.9309787692112597,0.6126925675228416,0.7306143574062802,2.42156491000382,0.3870876640627797,3.659305710022972,192.0,0.9992995094275318,2.98,0.7829735282337726,9.0,7
1.9831924826807747,0.5539658256754465,0.6126925675228416,1.1934831919273368,0.30723168256858474,3.391211443014167,128.0,0.9975674206894469,3.37,0.7428958841446566,10.7,7
1.8171205928321394,0.574889707894483,0.6382504298859908,1.1186889420813966,0.33912114430141665,3.107232505953859,104.0,0.9966487818825964,3.32,0.7428958841446566,12.4,6
1.856635533445112,0.6542132620377179,0.7428958841446566,1.8945364743718192,0.3556893304490063,3.9364971831021736,216.0,0.9983974331514107,3.09,0.7719442629361641,9.4,5
1.9916317012899132,0.7013579083499658,0.7989569740454012,2.4825450806124048,0.3608826080138695,3.7797631496846193,171.0,0.999566478753154,3.09,0.7989569740454012,9.1,5
1.885203631020986,0.7719442629361641,0.6463304070095652,1.7324782106818057,0.33912114430141665,3.2710663101885897,96.0,0.9970881962951917,3.16,0.7605904921522784,12.4,7
1.8945364743718192,0.8092672334566455,0.7047298732064892,1.560490750707885,0.3239611801277483,2.9624960684073702,109.0,0.9968567972947446,3.26,0.8291344341849697,12.7,8
1.9486951603746578,0.5646216173286172,0.7113786608980126,2.357348357613727,0.3825862365544778,4.160167646103808,163.0,1.0,3.42,0.7047298732064892,9.1,6
1.885203631020986,0.7488872387218508,0.7306143574062802,2.295770424665555,0.3419951893353394,3.9364971831021736,248.0,0.9993128612818618,3.31,0.8339550915402607,9.7,5
1.9037782619633032,0.6299605249474365,0.6214465011907717,1.21644039911468,0.3756285754221072,1.8171205928321394,121.0,0.9976612009500662,3.23,0.8879040017426006,11.4,5
1.9037782619633032,0.6839903786706788,0.6382504298859908,2.0246938520054574,0.3756285754221072,3.1748021039363987,180.0,0.9988319695694259,3.25,0.7989569740454012,9.2,6
1.8370905500142278,0.7113786608980126,0.6036810736797686,1.738013322443225,0.3361975406798963,3.530348335326063,145.0,0.9972725678770336,3.22,0.7368062997280774,11.2,6
1.7863159877080566,0.6126925675228416,0.6299605249474365,1.9958246225107947,0.34760266448864496,2.519842099789746,108.0,0.9982837227442077,3.44,0.8480926088488114,10.3,6
1.7544106429277198,0.6341325705384997,0.6910423230011185,1.062658569182611,0.37084297692661894,3.0723168256858475,122.0,0.9968165430224794,3.37,0.8706587691173612,11.3,6
1.8757774553669033,0.6694329500821695,0.6299605249474365,2.0,0.33019272488946266,2.7589241763811208,124.0,0.9978687945232203,3.06,0.7243156443441741,10.8,6
1.9309787692112597,0.6463304070095652,0.7719442629361641,2.656646422956528,0.37325111568172487,3.556893304490063,255.0,1.0,3.04,0.8041451517178115,8.9,5
1.9219973427746713,0.6299605249474365,0.6542132620377179,1.062658569182611,0.3419951893353394,3.141380652391393,111.0,0.9972390508418375,3.18,0.8092672334566455,11.1,5
1.9574338205844317,0.6463304070095652,0.7113786608980126,1.9129311827723892,0.33019272488946266,3.556893304490063,164.0,0.9979625181538145,3.03,0.6910423230011185,11.0,5
1.9129311827723892,0.6839903786706788,0.6214465011907717,1.8370905500142278,0.3634241185664279,3.141380652391393,228.0,0.998564607300269,3.23,0.8527018983281598,9.4,6
1.9916317012899132,0.6619105948026229,0.7306143574062802,1.885203631020986,0.33019272488946266,1.8171205928321394,117.0,0.9979290474495315,3.12,0.7488872387218508,10.7,5
1.966095144983117,0.5848035476425733,0.6382504298859908,1.6868653306034984,0.32075343299958264,2.9624960684073702,76.0,0.9969104646011268,2.98,0.7883735163105243,12.3,7
1.866255578408624,0.7179054352068319,0.6694329500821695,1.300591446851387,0.32075343299958264,3.391211443014167,107.0,0.9962996576891358,3.22,0.8092672334566455,13.5,7
1.9746808222123668,0.6979532046908887,0.6542132620377179,2.2239800905693157,0.3419951893353394,3.141380652391393,117.0,0.9993829526642318,3.27,0.6619105948026229,9.2,6
1.8469147504478334,0.7113786608980126,0.7937005259840997,2.0246938520054574,0.3756285754221072,3.708429769266189,202.0,0.9984977443580692,3.2,0.7989569740454012,9.6,6
1.9129311827723892,0.6299605249474365,0.6619105948026229,2.4771246592603413,0.3608826080138695,3.419951893353394,171.0,0.9993996396395675,3.22,0.7663094323935531,9.3,5
1.9309787692112597,0.8363446607369194,0.5848035476425733,2.182785766122212,0.4414004962442104,2.571281590658235,94.0,0.9989355339808051,3.13,0.7368062997280774,9.4,5
2.0953791063432945,0.6299605249474365,0.6979532046908887,1.062658569182611,0.2962496068407371,3.141380652391393,93.0,0.9971921232071776,2.93,0.7179054352068319,11.3,7
1.966095144983117,0.7368062997280774,0.6463304070095652,1.062658569182611,0.3756285754221072,2.8438669798515654,193.0,0.9972055315534865,3.22,0.7243156443441741,11.6,5
1.856635533445112,0.5313292845913055,0.7605904921522784,1.062658569182611,0.35033980603867243,4.06154810044568,150.0,0.9968903400383782,3.14,0.9004113346093701,11.2,7
1.9219973427746713,0.6839903786706788,0.6214465011907717,2.357348357613727,0.3684031498640387,3.732511156817248,204.0,0.9993328883944024,3.1,0.7883735163105243,8.8,5
1.8945364743718192,0.5943921952763129,0.7113786608980126,2.6255856591963793,0.3583047871015947,3.1748021039363987,133.0,1.0,3.27,0.7829735282337726,8.8,5
1.8271601368635206,0.7047298732064892,0.4121285299808557,1.1186889420813966,0.41015659297023477,2.8020393306553872,108.0,0.9977951421748681,3.23,0.8041451517178115,9.2,5
1.8945364743718192,0.6382504298859908,0.7829735282337726,1.8370905500142278,0.3659305710022972,3.802952460761392,182.0,0.9986047207679765,3.21,0.7663094323935531,9.4,6
1.8945364743718192,0.6382504298859908,0.6619105948026229,2.283051213952527,0.37325111568172487,3.7797631496846193,160.0,0.9984843706950102,3.03,0.8339550915402607,10.4,6
1.8757774553669033,0.6580844365241394,0.7883735163105243,2.250617114677132,0.32710663101885895,3.848501131276805,137.0,0.9991058674318956,3.08,0.814325284978472,8.9,6
1.9916317012899132,0.7047298732064892,0.7113786608980126,1.1696070952851465,0.3361975406798963,2.2239800905693157,124.0,0.9975942168488208,3.25,0.7829735282337726,11.0,5
1.8370905500142278,0.7547842314287575,0.7883735163105243,1.856635533445112,0.3556893304490063,2.2894284851066637,115.0,0.9987651424210937,3.27,0.8291344341849697,9.0,4
